"Action","Version","IHL","DSCP","ECN","Total Length","InterfaceID","Direction","TTL","Source IP","Source Port","Destination IP","Destination Port","Protocol"
"1","0100","0101","100100","10","0001","0","11000000101010000000000101000001","0000000000010101","11001000011001000110010000100101","0000000000010101","00000110"
"1","0100","0101","011000","01","0001","1","11000000101010000000000110111110","0000000000010101","11001000011001000110010011001100","0000000001010000","00010001"
"1","0100","0101","100110","10","0001","0","11000000101010000000000101110110","0000000001010000","11001000011001000110010000010110","0000000001010000","00000110"
"1","0100","0101","100100","10","0010","1","11000000101010000000000100101010","0000000001010000","11001000011001000110010010010111","0000000000010101","00000110"
"1","0100","0101","100010","00","0000","0","11000000101010000000000101001110","0000000000010101","11001000011001000110010000101011","0000000000010101","00000110"
"1","0100","0101","011000","10","0001","0","11000000101010000000000110000101","0000000000010101","11001000011001000110010000010110","0000000000010101","00000110"
"1","0100","0101","100110","01","0000","0","11000000101010000000000100010010","0000000001010000","11001000011001000110010010111011","0000000000010101","00010001"
"1","0100","0101","001110","01","0000","0","11000000101010000000000111010010","0000000001010000","11001000011001000110010010010000","0000000000010101","00010001"
"1","0100","0101","011100","00","0000","0","11000000101010000000000111100111","0000000001010000","11001000011001000110010010011100","0000000001010000","00000110"
"1","0100","0101","010000","11","0001","1","11000000101010000000000100110010","0000000000010101","11001000011001000110010010010001","0000000001010000","00000110"
"1","0100","0101","010000","10","0010","1","11000000101010000000000111110001","0000000000010101","11001000011001000110010001011011","0000000000010101","00010001"
"1","0100","0101","110000","10","0001","0","11000000101010000000000100011011","0000000000010101","11001000011001000110010001001000","0000000001010000","00000110"
"1","0100","0101","001110","11","0010","1","11000000101010000000000110101110","0000000000010101","11001000011001000110010000001011","0000000001010000","00000110"
"1","0100","0101","101000","10","0010","0","11000000101010000000000111110110","0000000000010101","11001000011001000110010010011110","0000000000010101","00000110"
"1","0100","0101","100000","11","0001","1","11000000101010000000000111010010","0000000000010101","11001000011001000110010011110001","0000000001010000","00010001"
"1","0100","0101","010000","10","0001","1","11000000101010000000000101110001","0000000001010000","11001000011001000110010000001110","0000000000010101","00000110"
"1","0100","0101","110000","11","0001","1","11000000101010000000000101000111","0000000001010000","11001000011001000110010011010000","0000000000010101","00010001"
"1","0100","0101","100100","00","0000","0","11000000101010000000000111010100","0000000000010101","11001000011001000110010001101100","0000000000010101","00010001"
"1","0100","0101","110000","01","0001","0","11000000101010000000000111101111","0000000001010000","11001000011001000110010011000000","0000000001010000","00010001"
"1","0100","0101","001000","10","0010","0","11000000101010000000000100010101","0000000000010101","11001000011001000110010011101111","0000000000010101","00000110"
"1","0100","0101","011100","01","0000","0","11000000101010000000000111110000","0000000000010101","11001000011001000110010000101011","0000000001010000","00000110"
"1","0100","0101","001010","01","0010","1","11000000101010000000000111001000","0000000000010101","11001000011001000110010001010101","0000000000010101","00000110"
"1","0100","0101","011010","11","0001","1","11000000101010000000000100001001","0000000001010000","11001000011001000110010000011110","0000000000010101","00010001"
"1","0100","0101","001100","00","0000","0","11000000101010000000000111010101","0000000000010101","11001000011001000110010001111011","0000000000010101","00000110"
"1","0100","0101","001010","11","0000","0","11000000101010000000000111111011","0000000001010000","11001000011001000110010011110010","0000000000010101","00000110"
"1","0100","0101","001100","01","0000","1","11000000101010000000000101100001","0000000001010000","11001000011001000110010001010111","0000000000010101","00000110"
"1","0100","0101","010100","00","0001","0","11000000101010000000000111000000","0000000000010101","11001000011001000110010010110101","0000000000010101","00010001"
"1","0100","0101","100110","11","0010","0","11000000101010000000000110000101","0000000001010000","11001000011001000110010000101110","0000000000010101","00000110"
"1","0100","0101","001110","01","0010","0","11000000101010000000000101000010","0000000001010000","11001000011001000110010011001010","0000000000010101","00000110"
"1","0100","0101","100010","11","0010","1","11000000101010000000000111011101","0000000000010101","11001000011001000110010001001110","0000000000010101","00010001"
"1","0100","0101","010110","11","0001","0","11000000101010000000000110011010","0000000001010000","11001000011001000110010011111000","0000000000010101","00000110"
"1","0100","0101","011110","10","0001","0","11000000101010000000000101111101","0000000000010101","11001000011001000110010010010001","0000000001010000","00010001"
"1","0100","0101","011000","00","0000","1","11000000101010000000000100110100","0000000001010000","11001000011001000110010000000110","0000000000010101","00010001"
"1","0100","0101","011110","01","0000","0","11000000101010000000000100001000","0000000001010000","11001000011001000110010010111110","0000000000010101","00000110"
"1","0100","0101","100000","10","0000","0","11000000101010000000000111101000","0000000000010101","11001000011001000110010000010010","0000000001010000","00010001"
"1","0100","0101","101000","00","0001","0","11000000101010000000000101000001","0000000000010101","11001000011001000110010010101101","0000000000010101","00010001"
"1","0100","0101","101000","10","0001","1","11000000101010000000000111001011","0000000000010101","11001000011001000110010000010111","0000000001010000","00010001"
"1","0100","0101","100100","01","0010","1","11000000101010000000000111111110","0000000000010101","11001000011001000110010010011101","0000000000010101","00010001"
"1","0100","0101","010110","00","0000","0","11000000101010000000000110100101","0000000001010000","11001000011001000110010001111101","0000000001010000","00000110"
"1","0100","0101","001010","10","0010","1","11000000101010000000000100011111","0000000000010101","11001000011001000110010000000011","0000000001010000","00010001"
"1","0100","0101","101000","00","0000","0","11000000101010000000000110001111","0000000001010000","11001000011001000110010000100100","0000000001010000","00000110"
"1","0100","0101","001100","10","0000","1","11000000101010000000000100011100","0000000001010000","11001000011001000110010010100010","0000000001010000","00000110"
